EpochTime,181.feed_4957.humidity,181.feed_4957.particle_concentration,181.feed_4957.particle_count,181.feed_4957.raw_particles,181.feed_4957.temperature
1435787860,50,0,0,0,19.6
1435787920,50,0,0,1,19.7
1435787980,50,0,0,1,19.7
1435788040,50,0,0,2,19.7
1435788100,50,0,0,3,19.7
1435788160,50,0,1,0,19.7
1435788220,50,0.1,2,6,19.8
1435788280,50,0.3,9,3,19.8
1435788340,50,0,1,0,19.9
1435788400,50,0,0,0,19.9
1435788460,50,0,0,0,19.9
1435788520,50,0,0,0,19.9
1435788580,50,0,0,0,20
1435788640,50,0,0,0,20
1435788700,50,0,0,0,20
1435788760,50,0,0,0,20
1435788820,50,0,0,0,20
1435788880,50,0,0,0,20
1435788940,50,0,0,0,20
1435789000,50,0,0,0,20
1435789060,50,0,2,5,20
1435789120,50,0,0,0,20
1435789180,50,0,0,0,20
1435789240,50,0,0,0,20.1
1435789300,51,0,0,0,20.1
1435789360,50,0,0,0,20.1
1435789420,50,0,0,0,20.1
1435789480,50,0,0,0,20.1
1435789540,51,0,0,0,20.1
1435789600,51,0,0,1,20.1
1435789660,51,0,0,0,20.1
1435789720,50,0,0,0,20.1
1435789780,50,0,0,0,20.1
1435789840,50,0,0,0,20
1435789900,50,0,0,0,19.9
1435789960,49,0,0,0,19.8
1435790020,49,0,0,0,19.7
1435790080,49,0,0,0,19.6
1435790140,49,0,0,0,19.5
1435790200,49,0,1,5,19.4
1435790260,49,0.1,3,0,19.4
1435790320,49,0.6,18,40,19.3
1435790380,49,3.8,94,61,19.1
1435790440,49,6.4,159,29,19
1435790500,49,6.6,164,28,18.9
1435790560,49,7.3,182,16,18.8
1435790620,49,7.5,184,44,18.8
1435790680,49,7.8,193,8,18.7
1435790740,49,7.3,180,25,18.5
1435790800,48,7.3,181,16,18.5
1435790860,49,7,173,5,18.4
1435790920,49,6.3,156,7,18.4
1435790980,49,5.9,146,5,18.3
1435791040,48,5.3,132,6,18.3
1435791100,49,5.5,137,12,18.2
1435791160,49,4.8,119,0,18.1
1435791220,49,4.2,104,2,18.1
1435791280,49,4.1,102,12,18
1435791340,48,4.1,103,0,18
1435791400,48,4.1,104,15,18
1435791460,49,4.4,110,11,18
1435791520,48,4.5,112,8,18
1435791580,48,4.3,107,9,18
1435791640,48,4.2,104,6,18
1435791700,48,4.5,111,13,18
1435791760,48,4.2,104,7,18
1435791820,48,4.1,103,5,17.9
1435791880,48,4,99,3,17.9
1435791940,48,3.8,94,5,17.8
1435792000,48,3.5,89,1,17.7
1435792060,48,3.2,80,0,17.7
1435792120,48,2.8,70,0,17.7
1435792180,48,2.4,61,1,17.6
1435792240,48,2,52,2,17.6
1435792300,48,1.8,47,0,17.6
1435792360,48,1.5,39,1,17.5
1435792420,48,1.1,29,0,17.5
1435792480,48,0.7,20,0,17.5
1435792540,48,0.3,10,0,17.5
1435792600,48,0,1,0,17.5
1435792660,48,0,0,0,17.3
1435792720,49,0,2,4,17.3
1435792780,49,0,2,4,17.4
1435792840,50,0,2,1,17.6
1435792900,50,0,0,0,17.6
1435792960,50,0,0,0,17.7
1435793020,50,0,1,7,17.9
1435793080,50,0.2,7,0,18.1
1435793140,50,0,1,7,18.1
1435793200,50,0.6,16,12,18.3
1435793260,50,1.3,33,15,18.3
1435793320,50,2,52,15,18.5
1435793380,50,2,50,2,18.6
1435793440,50,1.8,46,5,18.7
1435793500,50,2.5,62,17,18.8
1435793560,50,2.9,72,7,18.8
1435793620,50,2.6,66,1,18.9
1435793680,50,2.5,62,3,19
1435793740,50,2.5,64,8,19
1435793800,50,3.2,81,19,19.1
1435793860,50,3.6,90,8,19.2
1435793920,50,3.5,87,6,19.3
1435793980,50,3.7,92,17,19.3
1435794040,50,4,100,1,19.4
1435794100,50,3.9,98,6,19.4
1435794160,50,3.8,94,7,19.4
1435794220,50,4.6,116,26,19.4
1435794280,50,4.5,112,0,19.4
1435794340,50,4,99,0,19.4
1435794400,50,4,99,8,19.4
1435794460,50,4.1,101,11,19.5
1435794520,50,4.1,103,6,19.5
1435794580,50,4,101,5,19.5
1435794640,50,4,101,3,19.5
1435794700,50,3.7,92,3,19.5
1435794760,50,3.5,87,0,19.5
1435794820,50,3.1,78,2,19.5
1435794880,50,2.9,72,0,19.6
1435794940,50,2.5,62,0,19.6
1435795000,50,2.1,53,0,19.6
1435795060,50,1.7,43,0,19.7
1435795120,50,1.3,33,0,19.7
1435795180,51,1.2,30,6,19.7
1435795240,50,1.3,35,8,19.7
1435795300,50,1.3,33,2,19.7
1435795360,51,1,27,0,19.7
1435795420,51,0.6,17,0,19.7
1435795480,51,0.3,10,2,19.7
1435795540,51,0.5,15,10,19.7
1435795600,51,0.6,16,14,19.7
1435795660,51,1.2,32,3,19.7
1435795720,51,1.7,43,14,19.8
1435795780,51,2.1,54,14,19.8
1435795840,51,2.8,71,15,19.9
1435795900,51,2.8,71,4,19.9
1435795960,51,2.8,71,12,19.9
1435796020,51,3.3,82,7,19.8
1435796080,51,3.2,80,0,19.9
1435796140,51,3.4,84,10,19.9
1435796200,51,3.6,90,10,19.9
1435796260,51,3.5,88,9,19.9
1435796320,51,4.1,102,18,19.9
1435796380,51,4.2,105,7,19.9
1435796440,51,4.4,109,5,19.9
1435796500,51,4.1,102,5,20
1435796560,52,4.5,112,23,20
1435796620,51,4.7,116,3,20
1435796680,51,4.2,105,9,20
1435796740,51,4.1,102,0,20
1435796800,51,4.3,106,18,20
1435796860,51,4.2,104,1,20
1435796920,50,4.4,110,29,19.8
1435796980,50,4.9,122,3,19.7
1435797040,50,4.3,107,2,19.6
1435797100,50,4.1,103,5,19.5
1435797160,49,3.8,96,2,19.4
1435797220,49,3.5,88,0,19.4
1435797280,49,3.5,89,9,19.2
1435797340,49,3.4,84,2,19.1
1435797400,49,3.1,77,0,19
1435797460,49,3,76,8,19
1435797520,49,2.8,71,0,18.9
1435797580,49,2.5,62,1,18.9
1435797640,49,2.3,57,2,18.8
1435797700,48,2,51,4,18.7
1435797760,48,1.8,45,0,18.7
1435797820,48,1.4,36,0,18.5
1435797880,48,1.1,29,5,18.4
1435797940,48,1,27,0,18.4
1435798000,48,0.8,23,2,18.4
1435798060,48,0.4,13,0,18.3
1435798120,48,0.1,3,0,18.2
1435798180,48,0,1,3,18.2
1435798240,48,0,0,0,18.2
1435798300,48,0,0,0,18.1
1435798360,48,0,0,0,18
1435798420,48,0,0,4,18
1435798480,48,0,1,3,17.9
1435798540,48,0,0,1,17.8
1435798600,48,0.1,5,5,17.8
1435798660,48,0,0,0,17.7
1435798720,48,0,0,0,17.6
1435798780,48,0,1,3,17.6
1435798840,48,0,0,0,17.6
1435798900,47,0,0,0,17.5
1435798960,48,0,0,0,17.5
1435799020,49,0,0,0,17.5
1435799080,49,0,0,1,17.5
1435799140,49,0,0,0,17.6
1435799200,49,0,0,0,17.6
1435799260,49,0,0,3,17.7
1435799320,49,0,0,2,17.8
1435799380,49,0,0,4,18
1435799440,49,0,0,1,18.1
1435799500,49,0.3,8,16,18.2
1435799560,49,0.7,19,2,18.3
1435799620,49,0.4,13,8,18.3
1435799680,49,0.7,18,1,18.4
1435799740,49,0.4,12,1,18.5
1435799800,49,0.2,7,7,18.6
1435799860,49,0.4,12,7,18.7
1435799920,49,0.5,15,7,18.7
1435799980,50,0.7,20,12,18.8
1435800040,49,1.1,28,3,18.8
1435800100,49,0.9,23,1,18.8
1435800160,49,0.7,18,4,18.9
1435800220,50,0.8,22,9,18.9
1435800280,50,0.9,25,8,18.9
1435800340,50,1.1,28,3,19
1435800400,50,1,27,6,19
1435800460,49,0.9,25,4,19
1435800520,50,0.8,22,4,19
1435800580,50,0.8,20,3,19.1
1435800640,50,0.7,18,4,19.1
1435800700,50,0.6,17,3,19.1
1435800760,50,0.3,11,5,19.1
1435800820,50,0.5,15,6,19.2
1435800880,50,0.6,16,7,19.2
1435800940,50,0.6,18,4,19.3
1435801000,50,0.6,18,6,19.3
1435801060,50,0.7,18,4,19.3
1435801120,50,0.5,13,2,19.3
1435801180,50,0.3,10,6,19.3
1435801240,50,0.5,13,3,19.4
1435801300,50,0.4,12,6,19.4
1435801360,50,0.2,7,0,19.4
1435801420,50,0,0,0,19.4
1435801480,50,0,2,5,19.4
1435801540,50,0.3,8,12,19.4
1435801600,50,0.7,20,10,19.5
1435801660,50,1.3,35,13,19.4
1435801720,50,1.2,32,1,19.5
1435801780,50,1.2,32,11,19.5
1435801840,50,1.7,43,9,19.5
1435801900,50,1.9,49,7,19.5
1435801960,50,2,52,13,19.5
1435802020,50,2.5,63,10,19.5
1435802080,50,2.3,58,4,19.5
1435802140,50,2.2,55,4,19.5
1435802200,50,2,52,3,19.5
1435802260,50,2.2,56,12,19.6
1435802320,50,2.3,59,5,19.6
1435802380,50,2.2,55,5,19.6
1435802440,50,2.1,54,4,19.6
1435802500,50,2.1,52,5,19.7
1435802560,50,1.7,45,1,19.7
1435802620,50,1.8,46,7,19.7
1435802680,50,2.1,52,13,19.7
1435802740,50,2.7,67,19,19.7
1435802800,50,2.9,72,2,19.8
1435802860,51,3.1,79,18,19.9
1435802920,51,3.7,93,18,19.8
1435802980,51,4.4,110,18,19.9
1435803040,51,4.3,107,20,19.9
1435803100,52,5.9,147,64,20
1435803160,51,11,271,172,20
1435803220,51,15.8,389,90,20
1435803280,51,16.8,413,96,20.1
1435803340,52,17.7,435,78,20.1
1435803400,52,16.4,405,60,20.2
1435803460,52,15.8,390,79,20.2
1435803520,52,15.5,381,54,20.2
1435803580,52,14.8,365,48,20.2
1435803640,51,14.4,355,41,20.1
1435803700,51,13.8,341,34,20
1435803760,51,13.6,336,73,19.8
1435803820,51,13.4,329,36,19.7
1435803880,50,12.4,306,40,19.5
1435803940,50,11.8,290,26,19.5
1435804000,50,11.1,273,32,19.4
1435804060,50,10.7,265,47,19.2
1435804120,51,10.5,260,38,19.1
1435804180,51,10.4,256,28,19.1
1435804240,51,9.6,237,21,19.1
1435804300,52,8.9,221,37,19.3
1435804360,52,15.7,388,979,19.4
1435804420,52,49.4,1214,4814,19.4
1435804480,52,88.6,2174,6830,19.5
1435804540,52,127.8,3134,7446,19.6
1435804600,52,166.9,4094,7303,19.7
1435804660,52,206.1,5054,7447,20
1435804720,52,245.3,6014,7187,20
1435804780,52,284.4,6974,7197,20.1
1435804840,53,323.6,7934,7256,20.1
1435804900,54,362.8,8894,7566,20.2
1435804960,55,401.9,9854,7859,20.3
1435805020,55,441.1,10814,7567,20.3
1435805080,55,480.3,11774,7277,20.4
1435805140,54,519.3,12731,7019,20.3
1435805200,54,556.4,13640,6759,20.2
1435805260,53,583.7,14309,6493,20.1
1435805320,53,597.8,14654,6186,20.1
1435805380,52,589.2,14442,5950,19.9
1435805440,52,580.3,14226,5779,19.8
1435805500,54,564.4,13834,5566,19.7
1435805560,55,550.2,13488,5428,19.6
1435805620,56,528.8,12964,5096,19.5
1435805680,56,500.7,12274,4704,19.4
1435805740,57,468.3,11481,4385,19.4
1435805800,58,443.2,10865,4251,19.4
1435805860,58,417.3,10229,3893,19.4
1435805920,58,386.9,9484,3620,19.4
1435805980,58,360.5,8837,3309,19.3
1435806040,58,335.2,8218,3096,19.2
1435806100,58,304.5,7465,2695,19.2
1435806160,58,282.5,6927,2693,19.2
1435806220,58,263.5,6461,2418,19.2
1435806280,59,245.5,6020,2316,19.2
1435806340,59,224.1,5495,2004,19.1
1435806400,59,202.1,4955,1861,19.1
1435806460,59,186.9,4584,1685,19.1
1435806520,59,171.6,4207,1593,19.1
1435806580,59,155.5,3813,1397,19.2
1435806640,58,141.4,3468,1261,19.2
1435806700,58,125.3,3073,1045,19.3
1435806760,59,109.9,2697,997,19.2
1435806820,59,98.8,2424,827,19.2
1435806880,58,87.8,2153,771,19.2
1435806940,58,80.8,1981,817,19.2
1435807000,58,74.1,1818,659,19.2
1435807060,58,69.6,1709,615,19.2
1435807120,59,61.5,1509,487,19.3
1435807180,58,55.3,1357,497,19.3
1435807240,59,48.3,1185,376,19.3
1435807300,58,42.5,1045,377,19.3
1435807360,58,40.1,985,325,19.4
1435807420,58,35.7,878,313,19.4
1435807480,58,33.1,812,251,19.4
1435807540,58,29.5,726,243,19.4
1435807600,58,27.1,665,170,19.4
1435807660,58,24.6,604,174,19.4
1435807720,58,23.8,586,166,19.4
1435807780,58,23,565,163,19.4
1435807840,58,21.3,524,162,19.4
1435807900,58,20.3,499,144,19.4
1435807960,58,19.1,471,124,19.4
1435808020,58,19.1,469,125,19.4
1435808080,58,17.6,433,84,19.4
1435808140,58,15.9,392,84,19.4
1435808200,58,14.7,361,78,19.4
1435808260,58,13.2,327,56,19.4
1435808320,58,11.8,290,42,19.4
1435808380,58,11.3,279,52,19.4
1435808440,58,10.4,258,31,19.4
1435808500,58,9.9,245,48,19.5
1435808560,58,9.5,235,31,19.4
1435808620,58,9.8,243,59,19.5
1435808680,58,10.1,249,45,19.5
1435808740,58,10.1,249,46,19.5
1435808800,58,10,247,40,19.5
1435808860,58,10,247,35,19.5
1435808920,58,9.4,232,33,19.5
1435808980,58,9.1,224,20,19.5
1435809040,58,8.2,203,22,19.5
1435809100,58,7.6,189,16,19.5
1435809160,58,6.7,167,6,19.5
1435809220,58,6.5,161,25,19.6
1435809280,58,6.2,154,22,19.6
1435809340,58,6.2,153,15,19.6
1435809400,58,6.5,162,24,19.6
1435809460,58,6.3,156,21,19.6
1435809520,58,6.2,154,18,19.6
1435809580,58,6.2,155,22,19.6
1435809640,58,6.3,157,25,19.7
1435809700,58,6.4,160,26,19.7
